,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
9,37410,9bc99c590be3511b8d53741684ef574c,02/24/19 5:57 PM,439,12,7,384b7dacce6a2b26b1486c0def535d8f0d2243c2,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer)
    {
		return (temp >= 60 && temp <= 100);
    }
	return (temp >= 60 && temp <= 90);
}
",0,0,0,0,
10,42469,9bc99c590be3511b8d53741684ef574c,02/24/19 5:50 PM,439,232,2,6ba1a0a13a8ca5ccc873cfa958fe09ed9e8385c6,1,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
	{
		if(day == 0 || day == 6)
        {
			return ""off"";
        }
		return ""10:00"";
	}
	else
	{
		if(day == 0 || day == 6)
        {
			return ""10:00"";
        }
		return ""7:00"";
	}
}
",0,0,0,0,
18,60177,9bc99c590be3511b8d53741684ef574c,02/24/19 5:55 PM,439,233,2,88d61c3981c0855cbb1fa384d555300c9bee015d,1,"public boolean love6(int a, int b)
{
    if(a == 6 || b == 6)
    {
		return true;
    }
	return ((a + b) == 6|| Math.abs(a - b) == 6);
}
",0,0,0,0,
19,65864,9bc99c590be3511b8d53741684ef574c,02/24/19 5:54 PM,439,5,4,ae4f1e6e0099ee2ce54f4b46a5f825da00c825c3,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isAsleep)
    {
		return false;
    }
	if(isMom)
    {
		return true;
    }
	return (!isMorning);
}
",0,0,0,0,
20,69165,9bc99c590be3511b8d53741684ef574c,02/24/19 5:50 PM,439,235,2,e733fa074ac433966a89b3f59f7ee7c1fa089411,1,"public int dateFashion(int you, int date)
{
    if(you <= 2 || date <= 2)
    {
		return 0;
    }
	if(you >= 8 || date >= 8)
    {
		return 2;
    }
	return 1;
}
",0,0,0,0,
22,77319,9bc99c590be3511b8d53741684ef574c,02/24/19 5:53 PM,439,236,6,c97661988164da1f8f5aa8c8e8227ec76c134a55,1,"public int greenTicket(int a, int b, int c)
{
    if(a == b)
	{
		if(b == c)
        {
			return 20;
        }
		return 10;
	}
	if(a == c || b == c)
    {
		return 10;
    }
	return 0;
}
",0,0,0,0,
52,119759,9bc99c590be3511b8d53741684ef574c,02/24/19 5:55 PM,439,1,3,a18372da11c370faa8a301099bd5024fd1c95e27,1,"public int sortaSum(int a, int b)
{
    int sum = a + b;
	if(sum >= 10 && sum <= 19)
    {
		return 20;
    }
	return sum;
}
",0,0,0,0,
55,134522,9bc99c590be3511b8d53741684ef574c,02/24/19 5:56 PM,439,3,3,910c402622ca29eb8eed4a08eed9f01c2e15c71f,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if(outsideMode)
    {
		return (n <= 1 || n >= 10);
    }
	return (n >= 1 && n <= 10);
}
",0,0,0,0,
3,11863,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:16 AM,439,234,1,2cf7c043789d2bb889635776f209c19d8900ff12,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if ((cigar >= 40) && (ciagr <= 60))
    {
        return true;
    }
    else
    {
        return false;
    }
    
}
",0,0,1,0,
30,30668,26ad18ebce74087e6885d52a53bd72ae,02/24/19 9:26 PM,439,13,6,400d42e119cfebfa5237763a1b32a15b0d2f36f6,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
    {
        if (speed <= 60)
        {
            return 0;
        }
        else if ((speed > 61) && (speed < 80))
        {
            return 1;
        }
        else
        {
            return 2;
        }
    }
    else    
    { 
        if (speed <= 65)
    	{
        return 0;
    	}
        else if ((speed >66) && (speed <85))
        {
            return 1;
        }
        else
        {
            return 2;
        }
 
    }
}
",1,0,0,0,
40,38004,26ad18ebce74087e6885d52a53bd72ae,02/25/19 2:10 AM,439,12,2,00e2da50083196f8a4f03ab452f38c8573fa4a27,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (!summer && temp >= 60 && temp <= 90)
    {
        return true;
    }
    else if (summer && temp >= 60 && temp <= 100)
    {
        return true;
    }
    else
    {
        return false;
    }
    
}
",0,0,0,1,Variable
47,45308,26ad18ebce74087e6885d52a53bd72ae,02/25/19 12:55 AM,439,232,5,70c62bd9675d1ccecaac5228c63f4a458265b677,0,"public String alarmClock(int day, boolean vacation)
{ if ((day =1) || (day = 2) || (day = 3) || (day = 4))
{
    report (""7:00"");

}
 else
 {
     report (""10:00"");
 }
}
",1,0,1,1,
74,61389,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:55 AM,439,233,2,e123f4b13c52e2eaa43c6fc598e1d1b96daf09de,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
    {
        return true;
    }
    else if (Math.abs(num) = 6)
    {
        return true;
    }
    else 
    {
        return false;
    }
    
}
",0,1,0,1,Many
81,66958,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:45 AM,439,5,2,0153e7b7b24427be093d2a338c0ed3105703f6ad,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (!asleep)
    {
        return false;
    }
    else if (isMorning && isMom)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,1,0,0,
92,70269,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:12 AM,439,235,4,b0395ffda2b08809e33874bfd2d3b3582ea48acd,0,"public int dateFashion(int you, int date)
{
    if ((you >= 8) || (date >= 8))
    {
        return 2;
    }
    else if ((you <= 2) || (date <= 2))
    {
        return 0;
    }
    else
    {
        return 1;
    }
    
}
",0,1,0,0,
115,78435,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:33 AM,439,236,2,946929e80e620b5fa6a6bf8536d22588676bcb2c,0,"public int greenTicket(int a, int b, int c)
{
    if (a != b && a !=c)
    {
        return 0;
    }
    else if (a !=b || a=!c)
    {
        return 10;
    }
    else
    {
        return 20;
    }
}
",0,1,0,0,
138,120724,26ad18ebce74087e6885d52a53bd72ae,02/25/19 1:58 AM,439,1,1,244a03cfa28bdcf2cda0de3ec6ba549899d31bcf,0,"public int sortaSum(int a, int b)
{
    if (a + b)
    { 
        return a+b;
    }
    else if (a + b >= 10 && a + b <= 19)
    {
        return 20;
    }
    
}
",1,0,0,0,
193,135723,26ad18ebce74087e6885d52a53bd72ae,02/25/19 2:06 AM,439,3,1,b8431671607a8b78edc4b313336a1441adb5ea85,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (n >= 1 && n <= 10)
    {
        return true;
    }
    else if (outsideMode && (n <= 1 || n >= 10))
    {
        return true;
    }
    else
    {
        return false;
    }
    
}
",0,0,1,0,
23,9619,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:00 AM,439,234,1,50938e2160033ca32bb2ba92ffdb765cc3ab285d,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    boolean success = false;
        if (isWeekend && cigars >= 40)
        {
            success = true;
        }
    	else if (cigars >= 40 && cigars <= 60)
        {
            success = true;
		}
    return success;                  
}
",0,0,0,0,
34,23529,e2a95f085fcfbe679d6915921ce6603f,02/22/19 1:20 AM,439,13,1,fe792c4d2e829bc05712e1f5723e7da86c60c453,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday = true)
    {
        speed = speed - 5;
    }        
    if (speed <= 60)
    {
        caughtspeeding = 0;
    }    
    else if (61 <= speed <= 80)
    {
        caughtspeeding = 1;
    }
    else if (speed >= 81)
    {
        caughtspeeding = 2;
    }   
     
}
",1,0,0,1,boolean
50,36851,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:29 AM,439,12,1,cd605dd7e9789d6334dc78f82764a0b711c83486,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    boolean play = false;
        if (isSummer && temp >= 60 && temp <= 100)
        {
            play = true;
        }
    else if (temp >= 60 && temp <= 90)
    {
        play = true;
    }
    return play;
}
",0,0,0,0,
52,39614,e2a95f085fcfbe679d6915921ce6603f,02/22/19 1:49 AM,439,232,2,73f3cbba5cc8410a8b26993a2aa53843ba767939,0,"public String alarmClock(int day, boolean vacation)
{
    String time;
    if (vacation)
    {
        if ( day == 0 || day == 6)
        {
            time = ""off"";
        }
    	else if (day > 0 && day < 6)
        {
            time = ""10:00"";
        }
            
    }
    else 
    {
        if (day == 0 || day == 6)
        {
            time = ""10:00"";
        }
        else if ( day > 0 && day < 6)
        {
            time = ""7:00"";
        }
    }
    return time;
}
",0,0,0,1,if inclusion
54,59333,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:20 AM,439,233,1,643985b0553a3fbbd3c5684bf067be52e0d1dade,1,"public boolean love6(int a, int b)
{
    boolean love = false;
    int sum = a + b;
    int dif = a - b;
    dif = Math.abs(dif);
    if (a == 6 || b == 6 || sum == 6 || dif ==6 )
    {
        love = true;
    }
    return love;    
}
",0,0,0,0,
57,64865,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:06 AM,439,5,1,fc0e1375e39aa035b77f926a65408020fb6eb6b4,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    boolean answer = true;
    if (isAlseep)
    {
        answer = false;
    }
    else if (isMorning && !isMom)
    {
        answer = false;
    }
    return answer;    
}
",0,1,0,0,
59,68104,e2a95f085fcfbe679d6915921ce6603f,02/22/19 1:55 AM,439,235,1,c711935bc0e519a282db504157d1cff3e38db548,1,"public int dateFashion(int you, int date)
{
    int val = 0;
    if ( you <= 2 || date <= 2)
    {
        val = 0;
    }
    else if (you >= 8 || date >= 8)
    {
        val = 2;
    }
    else 
    {
        val = 1;
    }
    return val;    
}
",0,0,0,0,
62,76338,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:03 AM,439,236,2,1de172c285a26fdb8583dcb8413e4c061598f655,0,"public int greenTicket(int a, int b, int c)
{
    int result = 0;
    if ( a == b && a == c)
    {
        result = 20;
    }
    else if ( a == b || a == c || b == c)
    {
        result = 10;
    }        
 }
",0,0,0,1,"if, return"
97,119079,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:22 AM,439,1,1,9c60a815a04b73fcebb30ae72d68d4d0d2657a36,1,"public int sortaSum(int a, int b)
{
    int sum = a + b;
    if (sum >= 10 && sum <= 19)
    {
        sum = 20;
    }
    return sum;
}
",0,0,0,0,
107,133571,e2a95f085fcfbe679d6915921ce6603f,02/22/19 2:27 AM,439,3,1,4cc654028c8bfa8b756eab034a87749f58ef7aa3,1,"public boolean in1To10(int n, boolean outsideMode)
{
    boolean m = false;
    if (outsideMode)
    {
        if (n <= 1 || n >= 10)
        { 
            m = true;
        }
    }
    else if (n >= 1 && n <= 10)
    {
        m = true;
    }
    return m;
}
",0,0,0,0,
3,10387,8621cdddd12002436862912970737eda,02/24/19 2:51 AM,439,234,1,340d123438082b941704af910c129144ede7f2af,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (!isWeekend)
    {
        if (cigars >= 40 && cigars <= 60)
            return true;
    	else
            return false;
    }
    if (isWeekend)
    {
        if (cigars >= 40)
            return true;
        else
            return false;
    }
    return true;
}
",0,0,0,0,
7,26680,8621cdddd12002436862912970737eda,02/24/19 1:59 AM,439,13,2,6ec1ed9d44a1881994c871b6b3cfddf3ef103c17,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (assertTrue(this.isBirthday))
        {
            if (speed == 0 || speed <= 65)
            {
                return 0;
            }
            else if (speed <= 85)
            {
                return 1;
            }
            else if (speed >= 86)
            {
                return 2;
            }
        }
	if (assertFalse(this.isBirthday))
        {
            if (speed == 0 || speed <= 60)
            {
                return 0;
            }
            else if (speed <= 80)
            {
                return 1;
            }
            else if (speed >= 81)
            {
                return 2;
            }
        }
}
",0,0,0,1,if inclusion
17,37207,8621cdddd12002436862912970737eda,02/24/19 4:28 AM,439,12,1,e8b647c4dd7c22f8de7bf437387161d563649601,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
    {
    	if (temperature >= 60 && temperature <= 100)
            return true;
        else
            return false;
    }
    if (!isSummer)
    {
        if (temperature >= 60 && temperature <= 90)
            return true;
        else
            return false;
    }
}
",0,0,0,1,Variable
20,41491,8621cdddd12002436862912970737eda,02/24/19 2:18 AM,439,232,1,bfdf3734512a02d848313246feb84cbae84e3b2e,0,"public String alarmClock(int day, boolean vacation)
{
	if (vaction)
    {
       	if (day == 1 || day == 2 || day == 3 || day == 4 || day == 5)
            return ""7:00"";
        else if (day == 0 || day == 6)
            return ""10:00"";
    }
    if (!vacation)
    {
        if (day == 1 || day == 2 || day == 3 || day == 4 || day == 5)
            return ""10:00"";
		else if (day == 0 || day == 6)
            return ""off"";
    }
    return 0;
}
",0,0,0,1,"if inclusion, variable"
38,60003,8621cdddd12002436862912970737eda,02/24/19 3:54 AM,439,233,1,656b03a35a527eb0fccb0c46feee8caf0aef8d25,1,"public boolean love6(int a, int b)
{
	if (a == 6 || b ==  6)
        return true;
    if (a + b == 6)
        return true;
    if (Math.abs(a - b) == 6)
        return true;
    else
        return false;
}
",0,0,0,0,
39,65610,8621cdddd12002436862912970737eda,02/24/19 2:55 AM,439,5,1,d8f15a9c0971b9432f6b284dd248006a81b629e9,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isMom)
    {
        if (isAsleep)
            return false;
    	if (!isAsleep)
            return true;
    }
    if (!isMom)
    {
        if (isMorning)
            return false;
        if (!isMorning)
            return true;
    }
    return true;
}
",0,1,0,0,
46,68977,8621cdddd12002436862912970737eda,02/24/19 2:48 AM,439,235,1,549277581a3fdcb3bf93c3fa5952a282213eae29,0,"public int dateFashion(int you, int date)
{
    if (you <= 2 && date <= 2)
        return 0;
    else if (you >= 8 && date >= 8)
        return 2;
    else
        return 1;
}
",0,0,0,1,and or
49,77013,8621cdddd12002436862912970737eda,02/24/19 2:53 AM,439,236,1,ea56435180fb028d85a406da9986d8d77ca37905,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == c)
        return 20;
    if (a != b && b != c && a != c)
        return 0;
    else
        return 10;
}
",0,0,0,0,
64,119609,8621cdddd12002436862912970737eda,02/24/19 3:56 AM,439,1,1,cc58af510b7a15f4f4d05f676f7b2bbe982ae57d,1,"public int sortaSum(int a, int b)
{
    if (a + b >= 10 && a + b <= 19)
        return 20;
    else
        return a + b;
}
",0,0,0,0,
78,134311,8621cdddd12002436862912970737eda,02/24/19 4:21 AM,439,3,1,cd1c631dbb6a16bf2e3d4660bb27c41b392d8f62,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode && n <= 1 || n >= 10)
        return true;
    else if (n >= 1 && n <= 10)
        return true;
    else
        return false;
}
",0,0,1,0,
10,12244,97cbc42bf29a147e4a2c287664032734,02/25/19 2:11 AM,439,234,1,5ee574f6e79ba9b839ac7d0ed1c2a1cdb6b1f987,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
    {
        return true;
    }
    else if (cigar >= 40 && cigar <= 60)
    {
        return true;
    }
    else if (cigar < 40 || cigar > 60)
    {
        return false;
    }
}
",0,0,1,0,
27,35088,97cbc42bf29a147e4a2c287664032734,02/25/19 2:37 AM,439,13,1,32500f91462c7d76290ba556f0da8f5c4569fb2a,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
    {
    	if (speed <= 65)
        {
            return 0;
        }
        else if (speed >= 66 && speed <= 85)
        {
            return 1;
        }
        else if (speed >= 86)
        {
            return 2;
        }
    }
    else if (speed <= 60)
    {
        return 0;
    }
    else if (speed >= 61 && speed <= 80)
    {
        return 1;
    }
    else if (speed >= 81)
    {
        return 2;
    }
}
",0,0,0,1,if inclusion
31,38638,97cbc42bf29a147e4a2c287664032734,02/25/19 4:13 AM,439,12,1,5ed197cbb096e9d3a20ec5998bbc2d6def2324a7,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (temp >= 60 && temp <= 90)
    {
        return true;
    }
    if (isSummer)
    {
        return (temp >= 60 && temp <= 100);
    }
}
",0,0,1,0,
33,45884,97cbc42bf29a147e4a2c287664032734,02/25/19 1:37 AM,439,232,1,e3411d7965e883c9650b1ce99080b0722041eeb7,1,"public String alarmClock(int day, boolean vacation)
{
    if (vacation)
    {
        if (day == 0 || day == 6)
        {
            return ""off"";
        }
        else
        {
            return ""10:00"";
        }
    }
    else if (day == 0 || day == 6)
    {
        return ""10:00"";
    }
    else
    {
        return ""7:00"";
    }
}
",0,0,0,0,
56,61922,97cbc42bf29a147e4a2c287664032734,02/25/19 3:26 AM,439,233,1,206c418642cf957e53b18b66302278a73fb0fb28,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
    {
        return true;
    }
    
    if (Math.abs((a + b) = 6))
    {
        return true;
    }
}
",0,1,0,1,boolean
74,67309,97cbc42bf29a147e4a2c287664032734,02/25/19 3:09 AM,439,5,3,24fbb76a42aaced5d48ca7d77796b7cf396ff4c7,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
     return (isMom);
     return (isMorning && isMom);
     return (!(isAsleep));
}
",0,1,0,0,
89,70166,97cbc42bf29a147e4a2c287664032734,02/25/19 12:52 AM,439,235,1,9a289c279e3efe22587b2fc4621b96ce5f00c92a,0,"public int dateFashion(int you, int date)
{
    if ((you >= 8 || date >= 8) && (!you <= 2 || !date <= 2))
    {
        return 2;
    }
    else if (you <= 2 || date <= 2)
    {
        return 0;
    }
    else
    {
        return 1;
    }
}
",0,0,0,1,and or
141,79135,97cbc42bf29a147e4a2c287664032734,02/25/19 2:58 AM,439,236,2,21cda57ab907cddcdf040332af3ba24a4e697af8,0,"public int greenTicket(int a, int b, int c)
{
    if (!((a == b) || (a == c) || (b == c)))
    {
        return 0;
    }
    else if ( a == b == c)
    {
        return 20;
    }
    
    if ((a == b) && (!(a == c)))
    { 
        return 10;
    }
    else if ((a == c) && (!(a == b)))
    {
        return 10;
    }                 
}
",0,1,0,1,3 way comparison
227,121106,97cbc42bf29a147e4a2c287664032734,02/25/19 3:45 AM,439,1,1,cdbd6769faf44b710f4b50d3f75878e7dff820b5,0,"public int sortaSum(int a, int b)
{
    if ((a + b) >= 10 || (a + b) <= 19)
    {
        return 20;
    }
    return ((a + b) < 10 || (a + b) > 19);
}
",1,0,0,0,
240,136488,97cbc42bf29a147e4a2c287664032734,02/25/19 3:56 AM,439,3,1,44d2b9a69c32bcb0b7cbad9d8e9c469cf6741cf6,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (n >= 1 && n <= 10)
    {
        return true;
    }
    return (outsideMode);
}
",0,0,1,0,
8,9993,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 8:49 PM,439,234,1,59f792bba74bbca899bdcf0c3ed762641e106db6,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
    {
        if (cigars >= 40)
            return true;
        else 
            return false;
    }
    else
    {
        if (cigars >= 40 && cigars <= 60)
            return true;
        else 
            return false;
    }
}
",0,0,0,0,
15,25451,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 8:08 PM,439,13,2,ebf9d85fe55802776806ccdac41806406a703ffa,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
        speed = speed - 5;
    if (speed <= 60)
        return 0;
    if (speed >= 61 && speed <= 80)
        return 1;
    else
        return 2;
}
",0,0,0,0,
16,37075,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 9:14 PM,439,12,1,76cf69beb4bf99852ad21e8d31524a82d1dde5dc,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
    {
        if (temp >= 60 && temp <= 100)
            return true;
        else
            return false;
    }
    else
    {
        if (temp>= 60 && temp<= 90)
            return true;
        else 
            return false;
    }
}
",0,0,0,0,
17,40423,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 8:19 PM,439,232,1,b941a352e112dfb3b0ddb9611eb32a92b2646b55,0,"public String alarmClock(int day, boolean vacation)
{
   string alarmTime;
    
    if (vacation)
    {
       if ( day == 0 || day == 6)
           alarmTime = ""off"";
        else
            alarmTime = ""10:00"";
    }
    else
    {
        if ( day == 0 || day == 6)
           alarmTime = ""10:00"";
        else
            alarmTime = ""7:00"";
    }
    
    return alarmTime;
}
",0,0,0,1,String
38,59668,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 9:09 PM,439,233,1,c730ad2e0ccfde2c96eb570867df846b48aaad18,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6 || a + b == 6 || Math.abs(a - b) == 6)
        return true;
    else 
        return false;
}
",0,0,0,0,
40,65356,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 9:06 PM,439,5,2,4c93bed51bad1e6fdce56f18f53bdd36466eaa60,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep)
        return false;
    else
    {
        if (isMorning)
        {
            if (isMom)
                return true;
            else
                return false;
        }
        else
            return true;
    }
}
",0,0,0,0,
42,68634,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 8:44 PM,439,235,1,8dc7a9ec6212efad2b1f2978ba6c5b07719d4f72,0,"public int dateFashion(int you, int date)
{
    if (you >= 8 || date >= 8)
        return 2;
    if (you <= 2 || date <= 2)
        return 0;
    else
        return 1;
}
",0,1,0,0,
53,76684,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 8:55 PM,439,236,1,d0222e4956bed8b80d852c5476029c70c85c9870,0,"public int greenTicket(int a, int b, int c)
{
    if ( a != b && a != c && b != c)
    	return 0;
    if ( a == b && b == c && a == c)
        return 20;
    if ( (a == b && a != c) || (b == c && b != a) || (a == c && a != b))
        return 10;        
}
",0,0,0,1,if inclusion
113,119406,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 9:10 PM,439,1,3,3af7d338f16eea6ccd5be55b3d19845d49ec2489,1,"public int sortaSum(int a, int b)
{
    if (a + b >= 10 && a + b <= 19)
        return 20;
    else
        return a + b;
}
",0,0,0,0,
157,134084,164f545c22e17e5e9298b1c84b9e3e1e,02/23/19 9:12 PM,439,3,8,2b545d82d4b691546b7fe50535cf59b8bdf56456,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode)
    {
        if (n <= 1 || n >= 10)
            return true;
    }
    else
    {
 	   if ( n >= 1 && n <= 10)
           return true;
        else 
            return false;
    }
        
}
",0,0,1,0,
9,10150,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:50 PM,439,234,2,21429dea4c8e31fff9dc1aa25da878e3ea113a90,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if ((isWeekend == true) && cigars>= 40)
    {
        return true;
    }
    else if (isWeekend == false && (cigars>= 40) && (cigars<=60))
             {
                  return true;
             }
             else 
             {
                 return false;
             }
}
",0,0,0,0,
23,25892,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:14 PM,439,13,3,f76e44d93e23c4f6c3031167afa2617edea41fac,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (speed<=60) 
    {
        return 0;
    }
    else if (speed>60 && speed<=80)
    {
        if (isBirthday == true && speed<=65)
        {
            return 0;
        }
        else
        {
            return 1;
        }
    }
    else if (speed>80)
    {
        if (isBirthday == true && speed<=85)
        {
            return 1;
        }
        else
        {
            return 2;
        }
    }
        
}
",0,0,1,0,
37,37140,dc5631bb775757e5ae1e430034ad1a21,02/23/19 11:09 PM,439,12,2,5eb3cd534e3c4ae68ab81c54d061d0a33e0833c8,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer == true && (temp<=100 && temp>=60))
    {
        return true;
    }
    else if (temp<=90 && temp>=60)
    {
        return true;
    }
    else 
    {
        return false;
    }
}
",0,0,0,0,
42,40737,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:31 PM,439,232,5,de4cfe91f8175e305ae74ed160c3bdbaabb10308,0,"public String alarmClock(int day, boolean vacation)
{
    List<Integer> weekdays = new ArrayList<Integer>();
    weekdays.add(1);
    weekdays.add(2);
    weekdays.add(3);
    weekdays.add(4);
    weekdays.add(5);
    if (weekdays.contains(day))
    {
        if (vacation == false)
        {
            return (""7:00"");
        }
        else
        {
            return (""10:00"");
        }
    }
    else
    {
        if (vacation == false)
        {
            return (""10:00"");
        }
        else
        {
            return (""off"");
        }
    }
}
",0,0,1,0,
85,59819,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:59 PM,439,233,2,0b279e9fa5619111f16f73679209b9d625054574,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
    {
        return true;
    }
    else if (a+b == 6)
    {
        return true;
    }
    else if (Math.abs(a-b) == 6)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
88,65456,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:56 PM,439,5,1,7f0088be07cbcc885890be4ac0bae6ac03d4f887,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep == true)
    {
        return false;
    }
    else
    {
        if(isMorning == true)
        {
        	if(isMom == true)
        	{
            	return true;
        	}
            else
            {
                return false;
            }
        }
        else
        {
            return true;
        }
    }
}
",0,0,0,0,
89,68746,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:45 PM,439,235,1,2fb8f8f6f4ce588a13f4146a76ef6c025a59c9d3,0,"public int dateFashion(int you, int date)
{
    if(you>=8 && date>=8)
    {
        return 2;
    }
    else if ((you>2 && you<8) && (date>2 && date<8))
    {
        return 1;
    }
    else
    {
        return 0;
    }
}
",0,1,0,0,
100,76794,dc5631bb775757e5ae1e430034ad1a21,02/23/19 10:51 PM,439,236,2,92e1a7a8bc86691080e1705763f002a132f6954f,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == c)
    {
        return 20;
    }
    else if (a == b || b == c)
    {
        return 10;
    }
    else
    {
        return 0;
    }
}
",0,1,0,0,
180,119453,dc5631bb775757e5ae1e430034ad1a21,02/23/19 11:02 PM,439,1,1,8011e0ed779c41a981e51d520ed9da809092a306,0,"public int sortaSum(int a, int b)
{
    if ((a+b)>=10 || (a+b)<=19)
    {
        return 20;
    }
    else
    {
        return (a+b);
    }
}
",1,0,0,0,
205,134155,dc5631bb775757e5ae1e430034ad1a21,02/23/19 11:05 PM,439,3,1,d03a739be90581b9fa5655352ebbf72c8bf5a042,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == true)
    {
        if (n<=1 || n>=10)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else
    {
        if (n>=1 && n<=10)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
}
",0,0,0,0,
18,11443,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:04 PM,439,234,1,294408869fe8c4af8db4254cacaee2f1657470a1,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    boolean cigarParty;
    
    if ((isWeekend) && (cigars >= 40))
    {
        cigarParty == true;
    }
    else if ((cigars >= 40) && (cigars <= 60))
    {
        cigarParty == true;
    }
    else
    {
        cigarParty == false;
    }
    return cigarParty;
}
",0,0,1,0,
44,29241,717fb24cc33821afb4bcd529696cdfce,02/24/19 6:45 PM,439,13,5,fa9ad67d672dc425ca27d88af71be9731c778774,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if ((isBirthday = true))
    {
        speed = speed - 5;
    }
    
    if (speed <= 60)
    {
        caughtSpeeding = 0;
    }
    else if ((speed >= 61) && (speed <= 80))
    {
        caughtSpeeding = 1;
    }
    else
    {
        caughtSpeeding = 1;
    }
}
",0,0,1,1,Boolean
